numberr,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Info,messages
7097,2185.970267,3.65.137.17,10.0.2.15,MQTT,87,1883,47723,Publish Message [university/facility2/area0],
7098,2186.048642,127.0.0.1,127.0.0.1,MQTT,105,56587,1883,Publish Message (id=4) [university/room2/floor2/deposit],
7099,2186.048844,127.0.0.1,127.0.0.1,MQTT,72,1883,56587,Publish Ack (id=4),
7100,2186.141204,10.0.2.15,3.65.137.17,MQTT,207,45395,1883,Publish Message [hospital/building3/room0/pollution],"{""description"": ""Room Temperature"", ""long"": 41, ""range"": [2, 57], ""lat"": 52, ""type"": ""temperature"", ""unit"": ""K""}"
7101,2186.156229,127.0.0.1,127.0.0.1,MQTT,210,56587,1883,Publish Message [hospital/facility2/floor2],"{""description"": ""Room Temperature"", ""long"": 60, ""range"": [2, 45], ""lat"": 45, ""type"": ""temperature"", ""unit"": ""F""}"
7102,2186.158359,52.29.173.150,10.0.2.15,MQTT,208,1883,60609,Publish Message [hospital/building3/room0/pollution],"{""description"": ""Room Temperature"", ""long"": 41, ""range"": [2, 57], ""lat"": 52, ""type"": ""temperature"", ""unit"": ""K""}"
7103,2186.372759,10.0.2.15,3.65.137.17,MQTT,201,45395,1883,Publish Message [university/department2/room0],"{""description"": ""Room Temperature"", ""long"": 52, ""range"": [2, 42], ""lat"": 87, ""type"": ""temperature"", ""unit"": ""F""}"
7104,2186.417797,10.0.2.15,3.65.137.17,MQTT,189,47549,1883,Publish Message (id=9) [factory/room2],"{""description"": ""Room Temperature"", ""long"": 76, ""range"": [2, 37], ""lat"": 82, ""type"": ""temperature"", ""unit"": ""K""}"
7105,2186.436283,52.29.173.150,10.0.2.15,MQTT,188,1883,55677,Publish Message (id=151) [factory/room2],"{""description"": ""Room Temperature"", ""long"": 76, ""range"": [2, 37], ""lat"": 82, ""type"": ""temperature"", ""unit"": ""K""}"
7106,2186.436791,10.0.2.15,52.29.173.150,MQTT,60,55677,1883,Publish Ack (id=151),
7107,2186.444663,3.65.137.17,10.0.2.15,MQTT,62,1883,47549,Publish Ack (id=9),
7108,2186.594522,127.0.0.1,127.0.0.1,MQTT,217,56587,1883,Publish Message (id=6) [metaverse/department2/section2],"{""description"": ""Room Temperature"", ""long"": 91, ""range"": [8, 41], ""lat"": 84, ""type"": ""temperature"", ""unit"": ""F""}"
7109,2186.595194,127.0.0.1,127.0.0.1,MQTT,72,1883,56587,Publish Ack (id=6),
7110,2186.597732,10.0.2.15,91.121.93.94,MQTT,192,55797,1883,Publish Message (id=9) [university/room2],"{""description"": ""Room Temperature"", ""long"": 64, ""range"": [10, 30], ""lat"": 65, ""type"": ""temperature"", ""unit"": ""C""}"
7111,2186.627717,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Received (id=9),
7112,2186.677977,10.0.2.15,3.65.137.17,MQTT,79,42827,1883,Connect Command,
7113,2186.691351,10.0.2.15,91.121.93.94,MQTT,203,50965,1883,Publish Message (id=1) [university/department2/room0],"{""description"": ""Room Temperature"", ""long"": 84, ""range"": [3, 53], ""lat"": 87, ""type"": ""temperature"", ""unit"": ""C""}"
7114,2186.69249,10.0.2.15,91.121.93.94,MQTT,202,59261,1883,Publish Message [factory/facility2/area0/light],"{""description"": ""Room Temperature"", ""long"": 93, ""range"": [8, 45], ""lat"": 71, ""type"": ""temperature"", ""unit"": ""C""}"
7115,2186.706964,3.65.137.17,10.0.2.15,MQTT,67,1883,42827,Connect Ack,
7116,2186.722878,91.121.93.94,10.0.2.15,MQTT,62,1883,50965,Publish Received (id=1),
7117,2186.795324,10.0.2.15,91.121.93.94,MQTT,193,59261,1883,Publish Message (id=2) [hospital/building3],"{""description"": ""Room Temperature"", ""long"": 95, ""range"": [5, 49], ""lat"": 75, ""type"": ""temperature"", ""unit"": ""K""}"
7118,2186.823749,91.121.93.94,10.0.2.15,MQTT,193,1883,35239,Publish Message (id=47) [hospital/building3],"{""description"": ""Room Temperature"", ""long"": 95, ""range"": [5, 49], ""lat"": 75, ""type"": ""temperature"", ""unit"": ""K""}"
7119,2186.823792,91.121.93.94,10.0.2.15,MQTT,193,1883,51531,Publish Message (id=1) [hospital/building3],"{""description"": ""Room Temperature"", ""long"": 95, ""range"": [5, 49], ""lat"": 75, ""type"": ""temperature"", ""unit"": ""K""}"
7120,2186.824228,10.0.2.15,91.121.93.94,MQTT,60,51531,1883,Publish Ack (id=1),
7121,2186.824686,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=47),
7122,2186.827657,91.121.93.94,10.0.2.15,MQTT,62,1883,59261,Publish Ack (id=2),
7123,2186.915785,10.0.2.15,91.121.93.94,MQTT,196,59261,1883,Publish Message (id=3) [metaverse/room2/area0],"{""description"": ""Room Temperature"", ""long"": 59, ""range"": [0, 50], ""lat"": 99, ""type"": ""temperature"", ""unit"": ""K""}"
7124,2186.944871,91.121.93.94,10.0.2.15,MQTT,196,1883,35239,Publish Message (id=48) [metaverse/room2/area0],"{""description"": ""Room Temperature"", ""long"": 59, ""range"": [0, 50], ""lat"": 99, ""type"": ""temperature"", ""unit"": ""K""}"
7125,2186.944889,91.121.93.94,10.0.2.15,MQTT,194,1883,43133,Publish Message [metaverse/room2/area0],"{""description"": ""Room Temperature"", ""long"": 59, ""range"": [0, 50], ""lat"": 99, ""type"": ""temperature"", ""unit"": ""K""}"
7126,2186.945188,91.121.93.94,10.0.2.15,MQTT,62,1883,59261,Publish Ack (id=3),
7127,2186.945644,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=48),
7128,2187.010393,10.0.2.15,91.121.93.94,MQTT,207,59261,1883,Publish Message (id=4) [factory/building3/section2/light],"{""description"": ""Room Temperature"", ""long"": 83, ""range"": [1, 55], ""lat"": 98, ""type"": ""temperature"", ""unit"": ""K""}"
7129,2187.03992,91.121.93.94,10.0.2.15,MQTT,62,1883,59261,Publish Received (id=4),
7130,2187.046311,10.0.2.15,91.121.93.94,MQTT,102,55797,1883,Publish Message (id=10) [hospital/facility2/area0/hydraulic_valve],
7131,2187.07876,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Ack (id=10),
7132,2187.18873,10.0.2.15,91.121.93.94,MQTT,187,55797,1883,Publish Message [hospital/room2],"{""description"": ""Room Temperature"", ""long"": 44, ""range"": [8, 46], ""lat"": 49, ""type"": ""temperature"", ""unit"": ""K""}"
7133,2187.221313,91.121.93.94,10.0.2.15,MQTT,187,1883,51531,Publish Message [hospital/room2],"{""description"": ""Room Temperature"", ""long"": 44, ""range"": [8, 46], ""lat"": 49, ""type"": ""temperature"", ""unit"": ""K""}"
7134,2187.420755,10.0.2.15,91.121.93.94,MQTT,197,59261,1883,Publish Message (id=5) [university/room2/room0],"{""description"": ""Room Temperature"", ""long"": 97, ""range"": [5, 47], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""K""}"
7135,2187.447343,91.121.93.94,10.0.2.15,MQTT,197,1883,35239,Publish Message (id=49) [university/room2/room0],"{""description"": ""Room Temperature"", ""long"": 97, ""range"": [5, 47], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""K""}"
7136,2187.447362,91.121.93.94,10.0.2.15,MQTT,195,1883,43133,Publish Message [university/room2/room0],"{""description"": ""Room Temperature"", ""long"": 97, ""range"": [5, 47], ""lat"": 64, ""type"": ""temperature"", ""unit"": ""K""}"
7137,2187.447681,91.121.93.94,10.0.2.15,MQTT,62,1883,59261,Publish Ack (id=5),
7138,2187.448124,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=49),
7139,2187.536973,10.0.2.15,3.65.137.17,MQTT,210,58887,1883,Publish Message [hospital/department2/section2/deposit],"{""description"": ""Room Temperature"", ""long"": 84, ""range"": [4, 52], ""lat"": 68, ""type"": ""temperature"", ""unit"": ""C""}"
7140,2187.554405,52.29.173.150,10.0.2.15,MQTT,211,1883,60609,Publish Message [hospital/department2/section2/deposit],"{""description"": ""Room Temperature"", ""long"": 84, ""range"": [4, 52], ""lat"": 68, ""type"": ""temperature"", ""unit"": ""C""}"
7141,2187.63017,10.0.2.15,3.65.137.17,MQTT,201,47549,1883,Publish Message [hospital/building3/section2],"{""description"": ""Room Temperature"", ""long"": 70, ""range"": [0, 33], ""lat"": 87, ""type"": ""temperature"", ""unit"": ""K""}"
7142,2187.650574,52.29.173.150,10.0.2.15,MQTT,201,1883,57265,Publish Message [hospital/building3/section2],"{""description"": ""Room Temperature"", ""long"": 70, ""range"": [0, 33], ""lat"": 87, ""type"": ""temperature"", ""unit"": ""K""}"
7143,2187.65059,52.29.173.150,10.0.2.15,MQTT,201,1883,60609,Publish Message [hospital/building3/section2],"{""description"": ""Room Temperature"", ""long"": 70, ""range"": [0, 33], ""lat"": 87, ""type"": ""temperature"", ""unit"": ""K""}"
7144,2187.678884,10.0.2.15,3.65.137.17,MQTT,190,42827,1883,Publish Message (id=1) [hospital/room2],"{""description"": ""Room Temperature"", ""long"": 61, ""range"": [5, 40], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""C""}"
7145,2187.685439,10.0.2.15,3.65.137.17,MQTT,74,58887,1883,Publish Message [hospital/room2],
7146,2187.695644,52.29.173.150,10.0.2.15,MQTT,190,1883,60609,Publish Message (id=11201) [hospital/room2],"{""description"": ""Room Temperature"", ""long"": 61, ""range"": [5, 40], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""C""}"
7147,2187.695671,3.65.137.17,10.0.2.15,MQTT,187,1883,34039,Publish Message [hospital/room2],"{""description"": ""Room Temperature"", ""long"": 61, ""range"": [5, 40], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""C""}"
7148,2187.695889,52.29.173.150,10.0.2.15,MQTT,190,1883,57265,Publish Message (id=6501) [hospital/room2],"{""description"": ""Room Temperature"", ""long"": 61, ""range"": [5, 40], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""C""}"
7149,2187.696136,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=11201),
7150,2187.696518,10.0.2.15,52.29.173.150,MQTT,60,57265,1883,Publish Ack (id=6501),
7151,2187.701137,3.65.137.17,10.0.2.15,MQTT,62,1883,42827,Publish Received (id=1),
7152,2187.70453,3.65.137.17,10.0.2.15,MQTT,74,1883,34039,Publish Message [hospital/room2],
7153,2187.70518,127.0.0.1,127.0.0.1,MQTT,210,56587,1883,Publish Message (id=7) [hospital/room2/section2],"{""description"": ""Room Temperature"", ""long"": 55, ""range"": [7, 44], ""lat"": 44, ""type"": ""temperature"", ""unit"": ""K""}"
7154,2187.705261,127.0.0.1,127.0.0.1,MQTT,72,1883,56587,Publish Ack (id=7),
7155,2187.710672,52.29.173.150,10.0.2.15,MQTT,75,1883,57265,Publish Message [hospital/room2],
7156,2187.710683,52.29.173.150,10.0.2.15,MQTT,62,1883,60609,Publish Release (id=11201),
7157,2187.711041,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=11201),
7158,2187.726631,52.29.173.150,10.0.2.15,MQTT,75,1883,60609,Publish Message [hospital/room2],
7159,2187.764327,10.0.2.15,3.65.137.17,MQTT,211,45395,1883,Publish Message (id=5) [university/facility2/area0/pollution],"{""description"": ""Room Temperature"", ""long"": 40, ""range"": [8, 46], ""lat"": 42, ""type"": ""temperature"", ""unit"": ""F""}"
7160,2187.776374,10.0.2.15,91.121.93.94,MQTT,194,50965,1883,Publish Message (id=2) [factory/department2],"{""description"": ""Room Temperature"", ""long"": 41, ""range"": [0, 33], ""lat"": 93, ""type"": ""temperature"", ""unit"": ""C""}"
7161,2187.782426,3.65.137.17,10.0.2.15,MQTT,62,1883,45395,Publish Ack (id=5),
7162,2187.803454,91.121.93.94,10.0.2.15,MQTT,62,1883,50965,Publish Received (id=2),
7163,2187.81391,10.0.2.15,3.65.137.17,MQTT,196,58887,1883,Publish Message (id=8) [metaverse/department2],"{""description"": ""Room Temperature"", ""long"": 50, ""range"": [8, 48], ""lat"": 97, ""type"": ""temperature"", ""unit"": ""K""}"
7164,2187.83376,3.65.137.17,10.0.2.15,MQTT,62,1883,58887,Publish Received (id=8),
7165,2188.079291,10.0.2.15,91.121.93.94,MQTT,194,55797,1883,Publish Message (id=12) [metaverse/facility2],"{""description"": ""Room Temperature"", ""long"": 95, ""range"": [2, 32], ""lat"": 66, ""type"": ""temperature"", ""unit"": ""K""}"
7166,2188.106003,91.121.93.94,10.0.2.15,MQTT,194,1883,35239,Publish Message (id=50) [metaverse/facility2],"{""description"": ""Room Temperature"", ""long"": 95, ""range"": [2, 32], ""lat"": 66, ""type"": ""temperature"", ""unit"": ""K""}"
7167,2188.106447,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=50),
7168,2188.110941,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Ack (id=12),
7169,2188.26898,10.0.2.15,3.65.137.17,MQTT,199,58887,1883,Publish Message (id=9) [hospital/building3/area0],"{""description"": ""Room Temperature"", ""long"": 68, ""range"": [9, 34], ""lat"": 65, ""type"": ""temperature"", ""unit"": ""K""}"
7170,2188.285857,52.29.173.150,10.0.2.15,MQTT,200,1883,60609,Publish Message (id=11351) [hospital/building3/area0],"{""description"": ""Room Temperature"", ""long"": 68, ""range"": [9, 34], ""lat"": 65, ""type"": ""temperature"", ""unit"": ""K""}"
7171,2188.286523,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=11351),
7172,2188.287232,52.29.173.150,10.0.2.15,MQTT,198,1883,57265,Publish Message [hospital/building3/area0],"{""description"": ""Room Temperature"", ""long"": 68, ""range"": [9, 34], ""lat"": 65, ""type"": ""temperature"", ""unit"": ""K""}"
7173,2188.289871,3.65.137.17,10.0.2.15,MQTT,62,1883,58887,Publish Received (id=9),
7174,2188.307587,52.29.173.150,10.0.2.15,MQTT,62,1883,60609,Publish Release (id=11351),
7175,2188.307941,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=11351),
7176,2188.557029,10.0.2.15,3.65.137.17,MQTT,194,47549,1883,Publish Message [university/facility2],"{""description"": ""Room Temperature"", ""long"": 83, ""range"": [2, 54], ""lat"": 97, ""type"": ""temperature"", ""unit"": ""C""}"
7177,2188.651434,10.0.2.15,91.121.93.94,MQTT,194,59261,1883,Publish Message (id=6) [metaverse/facility2],"{""description"": ""Room Temperature"", ""long"": 42, ""range"": [1, 31], ""lat"": 80, ""type"": ""temperature"", ""unit"": ""K""}"
7178,2188.678275,91.121.93.94,10.0.2.15,MQTT,62,1883,59261,Publish Received (id=6),
7179,2188.795177,10.0.2.15,91.121.93.94,MQTT,102,50965,1883,Publish Message (id=3) [metaverse/department2/section2/pollution],
7180,2188.826456,91.121.93.94,10.0.2.15,MQTT,62,1883,50965,Publish Received (id=3),
7181,2189.114656,10.0.2.15,3.65.137.17,MQTT,100,42827,1883,Publish Message [hospital/room2/section2/hydraulic_valve],
7182,2189.127324,127.0.0.1,127.0.0.1,MQTT,216,56587,1883,Publish Message [metaverse/building3/area0/light],"{""description"": ""Room Temperature"", ""long"": 67, ""range"": [1, 53], ""lat"": 83, ""type"": ""temperature"", ""unit"": ""K""}"
7183,2189.131931,52.29.173.150,10.0.2.15,MQTT,100,1883,60609,Publish Message [hospital/room2/section2/hydraulic_valve],
7184,2189.258847,10.0.2.15,91.121.93.94,MQTT,214,50965,1883,Publish Message (id=4) [metaverse/department2/floor2/pollution],"{""description"": ""Room Temperature"", ""long"": 100, ""range"": [9, 53], ""lat"": 66, ""type"": ""temperature"", ""unit"": ""K""}"
7185,2189.278215,10.0.2.15,3.65.137.17,MQTT,195,42827,1883,Publish Message (id=3) [factory/department2],"{""description"": ""Room Temperature"", ""long"": 87, ""range"": [3, 40], ""lat"": 54, ""type"": ""temperature"", ""unit"": ""C""}"
7186,2189.284017,91.121.93.94,10.0.2.15,MQTT,62,1883,50965,Publish Received (id=4),
7187,2189.297412,3.65.137.17,10.0.2.15,MQTT,62,1883,42827,Publish Ack (id=3),
7188,2189.560673,10.0.2.15,3.65.137.17,MQTT,86,45395,1883,Publish Message [factory/room2/floor2/light],
7189,2189.774883,10.0.2.15,91.121.93.94,MQTT,217,55797,1883,Publish Message (id=13) [metaverse/department2/section2/temperature],"{""description"": ""Room Temperature"", ""long"": 63, ""range"": [3, 45], ""lat"": 99, ""type"": ""temperature"", ""unit"": ""K""}"
7190,2189.801868,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Ack (id=13),
7191,2189.8019,91.121.93.94,10.0.2.15,MQTT,217,1883,35239,Publish Message (id=51) [metaverse/department2/section2/temperature],"{""description"": ""Room Temperature"", ""long"": 63, ""range"": [3, 45], ""lat"": 99, ""type"": ""temperature"", ""unit"": ""K""}"
7192,2189.807043,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=51),
7193,2189.907999,10.0.2.15,3.65.137.17,MQTT,222,47549,1883,Publish Message (id=12) [metaverse/department2/section2/hydraulic_valve],"{""description"": ""Room Temperature"", ""long"": 86, ""range"": [3, 60], ""lat"": 49, ""type"": ""temperature"", ""unit"": ""F""}"
7194,2189.92418,3.65.137.17,10.0.2.15,MQTT,62,1883,47549,Publish Ack (id=12),
7195,2190.076382,10.0.2.15,91.121.93.94,MQTT,98,50965,1883,Publish Message (id=5) [metaverse/department2/floor2/deposit],
7196,2190.091183,10.0.2.15,91.121.93.94,MQTT,206,59261,1883,Publish Message [hospital/building3/floor2/deposit],"{""description"": ""Room Temperature"", ""long"": 63, ""range"": [9, 33], ""lat"": 53, ""type"": ""temperature"", ""unit"": ""C""}"
7197,2190.103316,91.121.93.94,10.0.2.15,MQTT,98,1883,35239,Publish Message (id=52) [metaverse/department2/floor2/deposit],
7198,2190.103824,91.121.93.94,10.0.2.15,MQTT,62,1883,50965,Publish Ack (id=5),
7199,2190.104104,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=52),
7200,2190.166124,10.0.2.15,3.65.137.17,MQTT,188,58887,1883,Publish Message (id=10) [factory/room2],"{""description"": ""Room Temperature"", ""long"": 83, ""range"": [1, 37], ""lat"": 51, ""type"": ""temperature"", ""unit"": ""C""}"
7201,2190.182924,52.29.173.150,10.0.2.15,MQTT,188,1883,55677,Publish Message (id=201) [factory/room2],"{""description"": ""Room Temperature"", ""long"": 83, ""range"": [1, 37], ""lat"": 51, ""type"": ""temperature"", ""unit"": ""C""}"
7202,2190.183139,10.0.2.15,52.29.173.150,MQTT,60,55677,1883,Publish Ack (id=201),
7203,2190.183177,3.65.137.17,10.0.2.15,MQTT,62,1883,58887,Publish Ack (id=10),
7204,2190.49179,10.0.2.15,3.65.137.17,MQTT,213,45395,1883,Publish Message (id=7) [hospital/building3/section2/pollution],"{""description"": ""Room Temperature"", ""long"": 85, ""range"": [10, 52], ""lat"": 91, ""type"": ""temperature"", ""unit"": ""C""}"
7205,2190.513491,52.29.173.150,10.0.2.15,MQTT,214,1883,60609,Publish Message (id=11501) [hospital/building3/section2/pollution],"{""description"": ""Room Temperature"", ""long"": 85, ""range"": [10, 52], ""lat"": 91, ""type"": ""temperature"", ""unit"": ""C""}"
7206,2190.514995,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=11501),
7207,2190.520325,3.65.137.17,10.0.2.15,MQTT,62,1883,45395,Publish Received (id=7),
7208,2190.582644,52.29.173.150,10.0.2.15,MQTT,62,1883,60609,Publish Release (id=11501),
7209,2190.582885,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=11501),
7210,2190.598189,10.0.2.15,3.65.137.17,MQTT,205,42827,1883,Publish Message [university/room2/floor2/deposit],"{""description"": ""Room Temperature"", ""long"": 85, ""range"": [5, 48], ""lat"": 48, ""type"": ""temperature"", ""unit"": ""K""}"
7211,2190.624587,127.0.0.1,127.0.0.1,MQTT,95,56587,1883,Publish Message (id=9) [metaverse/department2],
7212,2190.624746,127.0.0.1,127.0.0.1,MQTT,72,1883,56587,Publish Ack (id=9),
7213,2190.900288,127.0.0.1,127.0.0.1,MQTT,97,56587,1883,Publish Message (id=10) [factory/facility2/area0],
7214,2190.900559,127.0.0.1,127.0.0.1,MQTT,72,1883,56587,Publish Ack (id=10),
7215,2190.944964,10.0.2.15,3.65.137.17,MQTT,214,42827,1883,Publish Message (id=5) [metaverse/building3/section2/pollution],"{""description"": ""Room Temperature"", ""long"": 59, ""range"": [6, 46], ""lat"": 46, ""type"": ""temperature"", ""unit"": ""F""}"
7216,2190.967014,3.65.137.17,10.0.2.15,MQTT,62,1883,42827,Publish Ack (id=5),
7217,2191.123394,10.0.2.15,91.121.93.94,MQTT,202,55797,1883,Publish Message (id=14) [hospital/department2/floor2],"{""description"": ""Room Temperature"", ""long"": 64, ""range"": [7, 40], ""lat"": 58, ""type"": ""temperature"", ""unit"": ""K""}"
7218,2191.134468,10.0.2.15,3.65.137.17,MQTT,195,47549,1883,Publish Message (id=13) [metaverse/building3],"{""description"": ""Room Temperature"", ""long"": 81, ""range"": [3, 57], ""lat"": 51, ""type"": ""temperature"", ""unit"": ""F""}"
7219,2191.158942,3.65.137.17,10.0.2.15,MQTT,62,1883,47549,Publish Ack (id=13),
7220,2191.183328,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Received (id=14),
7221,2191.184838,127.0.0.1,127.0.0.1,MQTT,202,56587,1883,Publish Message (id=11) [metaverse/room2],"{""description"": ""Room Temperature"", ""long"": 82, ""range"": [9, 44], ""lat"": 76, ""type"": ""temperature"", ""unit"": ""C""}"
7222,2191.185189,127.0.0.1,127.0.0.1,MQTT,72,1883,56587,Publish Ack (id=11),
7223,2191.30232,10.0.2.15,3.65.137.17,MQTT,208,58887,1883,Publish Message (id=11) [metaverse/facility2/area0/deposit],"{""description"": ""Room Temperature"", ""long"": 68, ""range"": [7, 30], ""lat"": 97, ""type"": ""temperature"", ""unit"": ""C""}"
7224,2191.324466,3.65.137.17,10.0.2.15,MQTT,62,1883,58887,Publish Ack (id=11),
7225,2191.36348,10.0.2.15,91.121.93.94,MQTT,196,50965,1883,Publish Message [factory/facility2/area0],"{""description"": ""Room Temperature"", ""long"": 97, ""range"": [5, 54], ""lat"": 86, ""type"": ""temperature"", ""unit"": ""C""}"
7226,2191.468642,10.0.2.15,91.121.93.94,MQTT,210,59261,1883,Publish Message [metaverse/facility2/room0/temperature],"{""description"": ""Room Temperature"", ""long"": 78, ""range"": [4, 59], ""lat"": 90, ""type"": ""temperature"", ""unit"": ""C""}"
7227,2191.495916,91.121.93.94,10.0.2.15,MQTT,210,1883,35239,Publish Message [metaverse/facility2/room0/temperature],"{""description"": ""Room Temperature"", ""long"": 78, ""range"": [4, 59], ""lat"": 90, ""type"": ""temperature"", ""unit"": ""C""}"
7228,2191.496511,10.0.2.15,3.65.137.17,MQTT,193,47549,1883,Publish Message [factory/room2/room0],"{""description"": ""Room Temperature"", ""long"": 96, ""range"": [1, 49], ""lat"": 80, ""type"": ""temperature"", ""unit"": ""K""}"
7229,2191.665459,10.0.2.15,3.65.137.17,MQTT,204,58887,1883,Publish Message [university/room2/area0/deposit],"{""description"": ""Room Temperature"", ""long"": 54, ""range"": [10, 52], ""lat"": 43, ""type"": ""temperature"", ""unit"": ""K""}"
7230,2191.680399,10.0.2.15,91.121.93.94,MQTT,196,55797,1883,Publish Message (id=15) [university/building3],"{""description"": ""Room Temperature"", ""long"": 87, ""range"": [3, 49], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""K""}"
7231,2191.96283,91.121.93.94,10.0.2.15,MQTT,196,1883,35239,Publish Message (id=53) [university/building3],"{""description"": ""Room Temperature"", ""long"": 87, ""range"": [3, 49], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""K""}"
7232,2191.962984,91.121.93.94,10.0.2.15,MQTT,196,1883,43133,Publish Message (id=2) [university/building3],"{""description"": ""Room Temperature"", ""long"": 87, ""range"": [3, 49], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""K""}"
7233,2191.963794,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Ack (id=15),
7234,2191.96387,10.0.2.15,91.121.93.94,MQTT,60,43133,1883,Publish Ack (id=2),
7235,2191.964619,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=53),
7236,2191.969644,91.121.93.94,10.0.2.15,MQTT,194,1883,43133,Publish Message [university/building3],"{""description"": ""Room Temperature"", ""long"": 87, ""range"": [3, 49], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""K""}"
7237,2191.970584,91.121.93.94,10.0.2.15,MQTT,196,1883,35239,Publish Message (id=54) [university/building3],"{""description"": ""Room Temperature"", ""long"": 87, ""range"": [3, 49], ""lat"": 100, ""type"": ""temperature"", ""unit"": ""K""}"
7238,2191.971379,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=54),
7239,2192.048408,10.0.2.15,91.121.93.94,MQTT,196,50965,1883,Publish Message [factory/building3/area0],"{""description"": ""Room Temperature"", ""long"": 74, ""range"": [5, 34], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""C""}"
7240,2192.056314,10.0.2.15,3.65.137.17,MQTT,98,45395,1883,Publish Message [university/building3/section2/humidity],
7241,2192.076266,91.121.93.94,10.0.2.15,MQTT,196,1883,35239,Publish Message [factory/building3/area0],"{""description"": ""Room Temperature"", ""long"": 74, ""range"": [5, 34], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""C""}"
7242,2192.402526,10.0.2.15,91.121.93.94,MQTT,201,55797,1883,Publish Message (id=16) [hospital/department2/area0],"{""description"": ""Room Temperature"", ""long"": 57, ""range"": [1, 57], ""lat"": 91, ""type"": ""temperature"", ""unit"": ""F""}"
7243,2192.435565,91.121.93.94,10.0.2.15,MQTT,62,1883,55797,Publish Received (id=16),
7244,2192.592858,10.0.2.15,3.65.137.17,MQTT,187,42827,1883,Publish Message [factory/room2],"{""description"": ""Room Temperature"", ""long"": 60, ""range"": [3, 45], ""lat"": 80, ""type"": ""temperature"", ""unit"": ""C""}"
7245,2192.612385,52.29.173.150,10.0.2.15,MQTT,185,1883,55677,Publish Message [factory/room2],"{""description"": ""Room Temperature"", ""long"": 60, ""range"": [3, 45], ""lat"": 80, ""type"": ""temperature"", ""unit"": ""C""}"
7246,2192.659467,10.0.2.15,91.121.93.94,MQTT,196,59261,1883,Publish Message (id=9) [hospital/room2/floor2],"{""description"": ""Room Temperature"", ""long"": 93, ""range"": [9, 55], ""lat"": 94, ""type"": ""temperature"", ""unit"": ""K""}"
7247,2192.796131,127.0.0.1,127.0.0.1,MQTT,206,56587,1883,Publish Message [metaverse/department2],"{""description"": ""Room Temperature"", ""long"": 66, ""range"": [0, 34], ""lat"": 72, ""type"": ""temperature"", ""unit"": ""K""}"
7248,2192.925697,91.121.93.94,10.0.2.15,MQTT,62,1883,59261,Publish Received (id=9),
7249,2193.157225,10.0.2.15,3.65.137.17,MQTT,211,42827,1883,Publish Message (id=7) [hospital/room2/section2/temperature],"{""description"": ""Room Temperature"", ""long"": 76, ""range"": [0, 45], ""lat"": 91, ""type"": ""temperature"", ""unit"": ""K""}"
7250,2193.174433,52.29.173.150,10.0.2.15,MQTT,211,1883,60609,Publish Message (id=11551) [hospital/room2/section2/temperature],"{""description"": ""Room Temperature"", ""long"": 76, ""range"": [0, 45], ""lat"": 91, ""type"": ""temperature"", ""unit"": ""K""}"
7251,2193.175857,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Ack (id=11551),
7252,2193.177646,3.65.137.17,10.0.2.15,MQTT,62,1883,42827,Publish Ack (id=7),
7253,2193.297386,10.0.2.15,3.65.137.17,MQTT,81,47549,1883,Publish Message (id=15) [hospital/building3],
